Record_ID,Date,Region,Team,Opening_Backlog,Requests_Received,Total_Workload,Requests_Completed,Closing_Backlog,Incident_Count,High_Critical_Incidents,Average_Completion_Days,SLA_Compliance,Quality_Pass_Rate,Customer_Satisfaction,Staff_Utilisation,Completion_Rate
OPS-103246,2026-05-25,Wales,Facilities Response,1890,49,1939,21,1918,1,0,8.0,0.6,0.966,2.5,0.664,0.011
OPS-103247,2026-05-25,Wales,Estates Support,1216,44,1260,29,1231,0,0,8.0,0.6,0.952,2.5,0.778,0.023
OPS-103248,2026-05-25,Wales,Workplace Projects,0,30,30,30,0,0,0,1.5,1.0,1.0,4.4,0.713,1.0
OPS-103249,2026-05-26,Scotland,Workplace Services,511,29,540,31,509,0,0,8.0,0.6,0.986,2.5,0.724,0.057
OPS-103250,2026-05-26,Scotland,Facilities Response,0,58,58,42,16,1,1,2.8,0.77,0.953,4.0,0.8,0.724
OPS-103251,2026-05-26,Scotland,Estates Support,834,45,879,42,837,0,0,8.0,0.6,1.0,2.5,0.777,0.048
OPS-103252,2026-05-26,Scotland,Workplace Projects,0,27,27,27,0,0,0,1.3,0.959,0.972,4.4,0.765,1.0
OPS-103253,2026-05-26,North East,Workplace Services,9,38,47,43,4,0,0,1.5,0.967,0.989,4.4,0.705,0.915
OPS-103254,2026-05-26,North East,Facilities Response,0,41,41,41,0,0,0,1.9,0.983,0.99,4.6,0.707,1.0
OPS-103255,2026-05-26,North East,Estates Support,2091,23,2114,25,2089,0,0,8.0,0.6,0.982,2.5,0.717,0.012
OPS-103256,2026-05-26,North East,Workplace Projects,123,31,154,30,124,0,0,8.0,0.6,0.939,2.5,0.729,0.195
OPS-103257,2026-05-26,North West,Workplace Services,968,46,1014,27,987,1,0,8.0,0.6,0.994,2.5,0.77,0.027
OPS-103258,2026-05-26,North West,Facilities Response,2135,49,2184,22,2162,0,0,8.0,0.6,0.997,2.5,0.72,0.01
OPS-103259,2026-05-26,North West,Estates Support,2304,36,2340,21,2319,0,0,8.0,0.6,0.969,2.5,0.735,0.009
OPS-103260,2026-05-26,North West,Workplace Projects,0,33,33,33,0,0,0,1.6,0.97,0.976,4.4,0.729,1.0
OPS-103261,2026-05-26,Midlands,Workplace Services,3,32,35,35,0,0,0,1.5,1.0,1.0,4.5,0.627,1.0
OPS-103262,2026-05-26,Midlands,Facilities Response,1039,52,1091,36,1055,0,0,8.0,0.6,0.971,2.5,0.669,0.033
OPS-103263,2026-05-26,Midlands,Estates Support,746,56,802,33,769,0,0,8.0,0.6,0.997,2.5,0.773,0.041
OPS-103264,2026-05-26,Midlands,Workplace Projects,4,14,18,18,0,0,0,1.6,0.936,0.966,4.7,0.654,1.0
OPS-103265,2026-05-26,South West,Workplace Services,1779,54,1833,22,1811,0,0,8.0,0.6,0.985,2.5,0.734,0.012
OPS-103266,2026-05-26,South West,Facilities Response,0,37,37,37,0,0,0,2.5,0.982,0.996,4.3,0.621,1.0
OPS-103267,2026-05-26,South West,Estates Support,0,24,24,24,0,1,0,1.6,0.979,0.956,4.3,0.754,1.0
OPS-103268,2026-05-26,South West,Workplace Projects,0,31,31,31,0,0,0,1.9,0.979,0.996,4.5,0.781,1.0
OPS-103269,2026-05-26,South East,Workplace Services,0,58,58,58,0,0,0,1.4,0.995,0.993,4.2,0.743,1.0
OPS-103270,2026-05-26,South East,Facilities Response,2957,44,3001,16,2985,1,0,8.0,0.6,0.969,2.5,0.692,0.005
OPS-103271,2026-05-26,South East,Estates Support,0,38,38,38,0,0,0,1.3,0.957,0.996,4.7,0.802,1.0
OPS-103272,2026-05-26,South East,Workplace Projects,944,40,984,21,963,0,0,8.0,0.6,0.994,2.5,0.747,0.021
OPS-103273,2026-05-26,Wales,Workplace Services,1766,41,1807,26,1781,0,0,8.0,0.6,0.976,2.5,0.693,0.014
OPS-103274,2026-05-26,Wales,Facilities Response,1918,32,1950,24,1926,0,0,8.0,0.6,1.0,2.5,0.664,0.012
OPS-103275,2026-05-26,Wales,Estates Support,1231,44,1275,30,1245,0,0,8.0,0.6,1.0,2.5,0.778,0.024
OPS-103276,2026-05-26,Wales,Workplace Projects,0,20,20,20,0,0,0,1.4,1.0,0.967,4.7,0.713,1.0
OPS-103277,2026-05-27,Scotland,Workplace Services,509,52,561,33,528,0,0,8.0,0.6,0.967,2.5,0.724,0.059
OPS-103278,2026-05-27,Scotland,Facilities Response,16,56,72,46,26,0,0,3.2,0.768,0.995,3.5,0.8,0.639
OPS-103279,2026-05-27,Scotland,Estates Support,837,46,883,32,851,1,0,8.0,0.6,0.995,2.5,0.777,0.036
OPS-103280,2026-05-27,Scotland,Workplace Projects,0,30,30,30,0,0,0,1.4,0.981,1.0,4.7,0.765,1.0
OPS-103281,2026-05-27,North East,Workplace Services,4,38,42,36,6,0,0,2.3,0.947,0.989,4.4,0.705,0.857
OPS-103282,2026-05-27,North East,Facilities Response,0,45,45,45,0,0,0,1.0,1.0,0.996,4.6,0.707,1.0
OPS-103283,2026-05-27,North East,Estates Support,2089,29,2118,25,2093,1,0,8.0,0.6,0.989,2.5,0.717,0.012
OPS-103284,2026-05-27,North East,Workplace Projects,124,36,160,32,128,0,0,8.0,0.6,1.0,2.5,0.729,0.2
OPS-103285,2026-05-27,North West,Workplace Services,987,37,1024,33,991,0,0,8.0,0.6,0.986,2.5,0.77,0.032
OPS-103286,2026-05-27,North West,Facilities Response,2162,36,2198,26,2172,0,0,8.0,0.6,0.98,2.5,0.72,0.012
OPS-103287,2026-05-27,North West,Estates Support,2319,36,2355,19,2336,1,1,8.0,0.6,0.991,2.5,0.735,0.008
OPS-103288,2026-05-27,North West,Workplace Projects,0,28,28,28,0,0,0,1.0,0.957,0.976,4.7,0.729,1.0
OPS-103289,2026-05-27,Midlands,Workplace Services,0,42,42,42,0,1,0,2.0,0.935,0.994,4.8,0.627,1.0
OPS-103290,2026-05-27,Midlands,Facilities Response,1055,37,1092,34,1058,0,0,8.0,0.6,0.982,2.5,0.669,0.031
OPS-103291,2026-05-27,Midlands,Estates Support,769,33,802,41,761,0,0,8.0,0.6,0.999,2.5,0.773,0.051
OPS-103292,2026-05-27,Midlands,Workplace Projects,0,33,33,33,0,0,0,1.7,0.977,0.987,5.0,0.654,1.0
OPS-103293,2026-05-27,South West,Workplace Services,1811,47,1858,23,1835,0,0,8.0,0.6,0.967,2.5,0.734,0.012
OPS-103294,2026-05-27,South West,Facilities Response,0,25,25,25,0,0,0,1.0,0.944,0.951,4.3,0.621,1.0
OPS-103295,2026-05-27,South West,Estates Support,0,18,18,18,0,0,0,1.3,0.971,0.979,4.7,0.754,1.0
OPS-103296,2026-05-27,South West,Workplace Projects,0,38,38,38,0,0,0,1.3,0.972,0.957,4.8,0.781,1.0
OPS-103297,2026-05-27,South East,Workplace Services,0,45,45,45,0,0,0,1.6,0.926,0.973,4.7,0.743,1.0
OPS-103298,2026-05-27,South East,Facilities Response,2985,45,3030,20,3010,0,0,8.0,0.6,1.0,2.5,0.692,0.007
OPS-103299,2026-05-27,South East,Estates Support,0,46,46,46,0,0,0,2.1,0.935,0.96,4.4,0.802,1.0
OPS-103300,2026-05-27,South East,Workplace Projects,963,25,988,22,966,0,0,8.0,0.6,1.0,2.5,0.747,0.022
OPS-103301,2026-05-27,Wales,Workplace Services,1781,25,1806,27,1779,1,0,8.0,0.6,0.974,2.5,0.693,0.015
OPS-103302,2026-05-27,Wales,Facilities Response,1926,35,1961,18,1943,0,0,8.0,0.6,0.993,2.5,0.664,0.009
OPS-103303,2026-05-27,Wales,Estates Support,1245,50,1295,29,1266,0,0,8.0,0.6,0.969,2.5,0.778,0.022
OPS-103304,2026-05-27,Wales,Workplace Projects,0,26,26,26,0,0,0,1.3,0.997,1.0,4.5,0.713,1.0
OPS-103305,2026-05-28,Scotland,Workplace Services,528,35,563,39,524,1,0,8.0,0.6,0.99,2.5,0.724,0.069
OPS-103306,2026-05-28,Scotland,Facilities Response,26,42,68,50,18,0,0,2.7,0.876,0.98,3.7,0.8,0.735
OPS-103307,2026-05-28,Scotland,Estates Support,851,35,886,37,849,0,0,8.0,0.6,0.974,2.5,0.777,0.042
OPS-103308,2026-05-28,Scotland,Workplace Projects,0,38,38,34,4,0,0,1.5,0.936,0.985,4.1,0.765,0.895
OPS-103309,2026-05-28,North East,Workplace Services,6,53,59,45,14,0,0,2.4,0.91,0.947,3.9,0.705,0.763
OPS-103310,2026-05-28,North East,Facilities Response,0,25,25,25,0,1,0,1.5,0.996,0.967,4.6,0.707,1.0
OPS-103311,2026-05-28,North East,Estates Support,2093,37,2130,27,2103,0,0,8.0,0.6,0.989,2.5,0.717,0.013
OPS-103312,2026-05-28,North East,Workplace Projects,128,35,163,30,133,2,0,8.0,0.6,0.959,2.5,0.729,0.184
OPS-103313,2026-05-28,North West,Workplace Services,991,32,1023,30,993,0,0,8.0,0.6,1.0,2.5,0.77,0.029
OPS-103314,2026-05-28,North West,Facilities Response,2172,49,2221,21,2200,0,0,8.0,0.6,0.991,2.5,0.72,0.009
OPS-103315,2026-05-28,North West,Estates Support,2336,42,2378,19,2359,0,0,8.0,0.6,0.976,2.5,0.735,0.008
OPS-103316,2026-05-28,North West,Workplace Projects,0,36,36,36,0,0,0,1.4,0.971,0.985,4.4,0.729,1.0
OPS-103317,2026-05-28,Midlands,Workplace Services,0,45,45,45,0,0,0,1.4,0.937,0.976,4.6,0.627,1.0
OPS-103318,2026-05-28,Midlands,Facilities Response,1058,52,1110,37,1073,0,0,8.0,0.6,0.982,2.5,0.669,0.033
OPS-103319,2026-05-28,Midlands,Estates Support,761,37,798,39,759,0,0,8.0,0.6,0.976,2.5,0.773,0.049
OPS-103320,2026-05-28,Midlands,Workplace Projects,0,17,17,17,0,0,0,1.6,0.939,0.99,4.4,0.654,1.0
OPS-103321,2026-05-28,South West,Workplace Services,1835,41,1876,25,1851,0,0,8.0,0.6,0.98,2.5,0.734,0.013
OPS-103322,2026-05-28,South West,Facilities Response,0,44,44,44,0,0,0,1.2,0.939,0.968,4.2,0.621,1.0
OPS-103323,2026-05-28,South West,Estates Support,0,64,64,50,14,0,0,3.1,0.869,0.99,4.3,0.754,0.781
OPS-103324,2026-05-28,South West,Workplace Projects,0,13,13,13,0,0,0,1.8,0.992,0.993,4.3,0.781,1.0
OPS-103325,2026-05-28,South East,Workplace Services,0,55,55,54,1,1,0,1.6,0.946,0.989,4.5,0.743,0.982
OPS-103326,2026-05-28,South East,Facilities Response,3010,46,3056,16,3040,0,0,8.0,0.6,1.0,2.5,0.692,0.005
OPS-103327,2026-05-28,South East,Estates Support,0,26,26,26,0,0,0,1.3,0.972,0.991,4.4,0.802,1.0
OPS-103328,2026-05-28,South East,Workplace Projects,966,27,993,25,968,0,0,8.0,0.6,0.929,2.5,0.747,0.025
OPS-103329,2026-05-28,Wales,Workplace Services,1779,28,1807,27,1780,0,0,8.0,0.6,0.948,2.5,0.693,0.015
OPS-103330,2026-05-28,Wales,Facilities Response,1943,40,1983,25,1958,0,0,8.0,0.6,0.987,2.5,0.664,0.013
OPS-103331,2026-05-28,Wales,Estates Support,1266,43,1309,24,1285,0,0,8.0,0.6,0.956,2.5,0.778,0.018
OPS-103332,2026-05-28,Wales,Workplace Projects,0,32,32,32,0,0,0,1.2,0.981,0.97,4.6,0.713,1.0
OPS-103333,2026-05-29,Scotland,Workplace Services,524,48,572,37,535,0,0,8.0,0.6,0.978,2.5,0.724,0.065
OPS-103334,2026-05-29,Scotland,Facilities Response,18,32,50,50,0,0,0,1.2,0.954,0.962,4.5,0.8,1.0
OPS-103335,2026-05-29,Scotland,Estates Support,849,39,888,33,855,0,0,8.0,0.6,0.958,2.5,0.777,0.037
OPS-103336,2026-05-29,Scotland,Workplace Projects,4,33,37,37,0,1,0,1.8,0.961,0.977,4.5,0.765,1.0
OPS-103337,2026-05-29,North East,Workplace Services,14,44,58,37,21,0,0,3.0,0.846,0.943,4.0,0.705,0.638
OPS-103338,2026-05-29,North East,Facilities Response,0,39,39,39,0,0,0,1.3,0.987,0.985,4.6,0.707,1.0
OPS-103339,2026-05-29,North East,Estates Support,2103,62,2165,25,2140,0,0,8.0,0.6,0.99,2.5,0.717,0.012
OPS-103340,2026-05-29,North East,Workplace Projects,133,37,170,27,143,0,0,8.0,0.6,1.0,2.5,0.729,0.159
OPS-103341,2026-05-29,North West,Workplace Services,993,46,1039,32,1007,0,0,8.0,0.6,0.995,2.5,0.77,0.031
OPS-103342,2026-05-29,North West,Facilities Response,2200,29,2229,24,2205,0,0,8.0,0.6,0.99,2.5,0.72,0.011
OPS-103343,2026-05-29,North West,Estates Support,2359,43,2402,25,2377,0,0,8.0,0.6,1.0,2.5,0.735,0.01
OPS-103344,2026-05-29,North West,Workplace Projects,0,35,35,35,0,0,0,2.3,0.973,0.963,4.7,0.729,1.0
OPS-103345,2026-05-29,Midlands,Workplace Services,0,54,54,47,7,0,0,2.4,0.95,1.0,4.4,0.627,0.87
OPS-103346,2026-05-29,Midlands,Facilities Response,1073,61,1134,32,1102,0,0,8.0,0.6,0.99,2.5,0.669,0.028
OPS-103347,2026-05-29,Midlands,Estates Support,759,49,808,31,777,1,0,8.0,0.6,0.993,2.5,0.773,0.038
OPS-103348,2026-05-29,Midlands,Workplace Projects,0,35,35,35,0,0,0,1.8,0.949,0.975,4.6,0.654,1.0
OPS-103349,2026-05-29,South West,Workplace Services,1851,38,1889,28,1861,0,0,8.0,0.6,0.969,2.5,0.734,0.015
OPS-103350,2026-05-29,South West,Facilities Response,0,37,37,37,0,0,0,1.2,0.956,1.0,4.4,0.621,1.0
OPS-103351,2026-05-29,South West,Estates Support,14,24,38,38,0,0,0,1.9,0.989,0.966,4.3,0.754,1.0
OPS-103352,2026-05-29,South West,Workplace Projects,0,25,25,25,0,0,0,1.5,0.994,0.986,4.5,0.781,1.0
OPS-103353,2026-05-29,South East,Workplace Services,1,41,42,42,0,0,0,1.6,0.998,1.0,4.3,0.743,1.0
OPS-103354,2026-05-29,South East,Facilities Response,3040,58,3098,18,3080,0,0,8.0,0.6,1.0,2.5,0.692,0.006
OPS-103355,2026-05-29,South East,Estates Support,0,57,57,50,7,0,0,2.7,0.983,0.992,4.4,0.802,0.877
OPS-103356,2026-05-29,South East,Workplace Projects,968,36,1004,22,982,0,0,8.0,0.6,0.986,2.5,0.747,0.022
OPS-103357,2026-05-29,Wales,Workplace Services,1780,46,1826,27,1799,0,0,8.0,0.6,0.978,2.5,0.693,0.015
OPS-103358,2026-05-29,Wales,Facilities Response,1958,42,2000,19,1981,0,0,8.0,0.6,0.986,2.5,0.664,0.009
OPS-103359,2026-05-29,Wales,Estates Support,1285,35,1320,23,1297,1,0,8.0,0.6,0.988,2.5,0.778,0.017
OPS-103360,2026-05-29,Wales,Workplace Projects,0,35,35,35,0,0,0,1.0,0.928,0.993,5.0,0.713,1.0
OPS-103361,2026-06-01,Scotland,Workplace Services,535,40,575,39,536,0,0,8.0,0.6,1.0,2.5,0.66,0.068
OPS-103362,2026-06-01,Scotland,Facilities Response,0,31,31,31,0,1,0,2.3,0.949,0.976,4.7,0.723,1.0
OPS-103363,2026-06-01,Scotland,Estates Support,855,32,887,34,853,0,0,8.0,0.6,1.0,2.5,0.738,0.038
OPS-103364,2026-06-01,Scotland,Workplace Projects,0,37,37,37,0,0,0,1.3,0.98,0.953,4.5,0.711,1.0
OPS-103365,2026-06-01,North East,Workplace Services,21,37,58,41,17,0,0,3.2,0.851,0.992,4.3,0.744,0.707
OPS-103366,2026-06-01,North East,Facilities Response,0,56,56,56,0,0,0,2.2,0.941,0.976,4.8,0.709,1.0
OPS-103367,2026-06-01,North East,Estates Support,2140,53,2193,18,2175,0,0,8.0,0.6,0.994,2.5,0.772,0.008
OPS-103368,2026-06-01,North East,Workplace Projects,143,27,170,28,142,0,0,8.0,0.6,0.98,2.5,0.811,0.165
OPS-103369,2026-06-01,North West,Workplace Services,1007,46,1053,33,1020,0,0,8.0,0.6,0.98,2.5,0.755,0.031
OPS-103370,2026-06-01,North West,Facilities Response,2205,47,2252,28,2224,0,0,8.0,0.6,0.972,2.5,0.75,0.012
OPS-103371,2026-06-01,North West,Estates Support,2377,34,2411,20,2391,0,0,8.0,0.6,0.981,2.5,0.651,0.008
OPS-103372,2026-06-01,North West,Workplace Projects,0,30,30,30,0,0,0,0.8,0.953,1.0,4.7,0.694,1.0
OPS-103373,2026-06-01,Midlands,Workplace Services,7,53,60,43,17,0,0,2.6,0.878,0.991,3.8,0.671,0.717
OPS-103374,2026-06-01,Midlands,Facilities Response,1102,38,1140,38,1102,0,0,8.0,0.6,0.987,2.5,0.825,0.033
OPS-103375,2026-06-01,Midlands,Estates Support,777,47,824,38,786,1,0,8.0,0.6,0.98,2.5,0.814,0.046
OPS-103376,2026-06-01,Midlands,Workplace Projects,0,22,22,22,0,0,0,1.5,1.0,0.973,4.8,0.766,1.0
OPS-103377,2026-06-01,South West,Workplace Services,1861,50,1911,21,1890,0,0,8.0,0.6,0.988,2.5,0.705,0.011
OPS-103378,2026-06-01,South West,Facilities Response,0,53,53,46,7,0,0,1.9,0.923,0.983,4.4,0.653,0.868
OPS-103379,2026-06-01,South West,Estates Support,0,31,31,31,0,0,0,1.7,0.999,0.977,4.7,0.696,1.0
OPS-103380,2026-06-01,South West,Workplace Projects,0,33,33,33,0,0,0,2.5,0.959,0.984,4.5,0.812,1.0
OPS-103381,2026-06-01,South East,Workplace Services,0,47,47,47,0,0,0,1.3,0.99,0.974,4.4,0.733,1.0
OPS-103382,2026-06-01,South East,Facilities Response,3080,34,3114,26,3088,0,0,8.0,0.6,0.983,2.5,0.765,0.008
OPS-103383,2026-06-01,South East,Estates Support,7,79,86,62,24,0,0,3.1,0.779,1.0,3.9,0.77,0.721
OPS-103384,2026-06-01,South East,Workplace Projects,982,20,1002,22,980,0,0,8.0,0.6,0.983,2.5,0.729,0.022
OPS-103385,2026-06-01,Wales,Workplace Services,1799,39,1838,21,1817,0,0,8.0,0.6,0.97,2.5,0.726,0.011
OPS-103386,2026-06-01,Wales,Facilities Response,1981,24,2005,27,1978,0,0,8.0,0.6,1.0,2.5,0.679,0.013
OPS-103387,2026-06-01,Wales,Estates Support,1297,55,1352,31,1321,0,0,8.0,0.6,0.997,2.5,0.713,0.023
OPS-103388,2026-06-01,Wales,Workplace Projects,0,29,29,29,0,0,0,1.5,0.969,0.994,4.5,0.699,1.0
OPS-103389,2026-06-02,Scotland,Workplace Services,536,44,580,32,548,0,0,8.0,0.6,0.986,2.5,0.66,0.055
OPS-103390,2026-06-02,Scotland,Facilities Response,0,39,39,39,0,0,0,1.0,0.965,0.993,4.6,0.723,1.0
OPS-103391,2026-06-02,Scotland,Estates Support,853,54,907,29,878,0,0,8.0,0.6,0.966,2.5,0.738,0.032
OPS-103392,2026-06-02,Scotland,Workplace Projects,0,18,18,18,0,1,0,2.0,0.928,0.966,4.5,0.711,1.0
OPS-103393,2026-06-02,North East,Workplace Services,17,40,57,38,19,0,0,3.2,0.836,0.976,4.1,0.744,0.667
OPS-103394,2026-06-02,North East,Facilities Response,0,46,46,46,0,0,0,1.6,0.951,0.972,4.8,0.709,1.0
OPS-103395,2026-06-02,North East,Estates Support,2175,52,2227,20,2207,0,0,8.0,0.6,0.974,2.5,0.772,0.009
OPS-103396,2026-06-02,North East,Workplace Projects,142,28,170,25,145,0,0,8.0,0.6,0.998,2.5,0.811,0.147
OPS-103397,2026-06-02,North West,Workplace Services,1020,39,1059,32,1027,0,0,8.0,0.6,0.98,2.5,0.755,0.03
OPS-103398,2026-06-02,North West,Facilities Response,2224,26,2250,24,2226,0,0,8.0,0.6,0.98,2.5,0.75,0.011
OPS-103399,2026-06-02,North West,Estates Support,2391,60,2451,20,2431,0,0,8.0,0.6,0.987,2.5,0.651,0.008
OPS-103400,2026-06-02,North West,Workplace Projects,0,39,39,39,0,0,0,1.2,0.932,0.969,4.5,0.694,1.0
OPS-103401,2026-06-02,Midlands,Workplace Services,17,54,71,49,22,0,0,3.4,0.857,0.948,3.7,0.671,0.69
OPS-103402,2026-06-02,Midlands,Facilities Response,1102,54,1156,42,1114,0,0,8.0,0.6,0.953,2.5,0.825,0.036
OPS-103403,2026-06-02,Midlands,Estates Support,786,43,829,34,795,0,0,8.0,0.6,0.953,2.5,0.814,0.041
OPS-103404,2026-06-02,Midlands,Workplace Projects,0,32,32,32,0,0,0,1.4,0.966,0.972,4.8,0.766,1.0
OPS-103405,2026-06-02,South West,Workplace Services,1890,30,1920,21,1899,0,0,8.0,0.6,0.958,2.5,0.705,0.011
OPS-103406,2026-06-02,South West,Facilities Response,7,55,62,54,8,0,0,2.4,0.961,1.0,4.4,0.653,0.871
OPS-103407,2026-06-02,South West,Estates Support,0,46,46,46,0,0,0,1.4,0.962,0.973,4.5,0.696,1.0
OPS-103408,2026-06-02,South West,Workplace Projects,0,26,26,26,0,0,0,1.3,0.93,0.967,4.5,0.812,1.0
OPS-103409,2026-06-02,South East,Workplace Services,0,59,59,53,6,0,0,2.6,0.929,0.961,4.3,0.733,0.898
OPS-103410,2026-06-02,South East,Facilities Response,3088,49,3137,19,3118,1,0,8.0,0.6,0.929,2.5,0.765,0.006
OPS-103411,2026-06-02,South East,Estates Support,24,51,75,52,23,0,0,3.9,0.838,0.972,3.6,0.77,0.693
OPS-103412,2026-06-02,South East,Workplace Projects,980,28,1008,21,987,0,0,8.0,0.6,0.972,2.5,0.729,0.021
OPS-103413,2026-06-02,Wales,Workplace Services,1817,36,1853,28,1825,0,0,8.0,0.6,0.987,2.5,0.726,0.015
OPS-103414,2026-06-02,Wales,Facilities Response,1978,29,2007,24,1983,0,0,8.0,0.6,0.984,2.5,0.679,0.012
OPS-103415,2026-06-02,Wales,Estates Support,1321,49,1370,23,1347,0,0,8.0,0.6,0.988,2.5,0.713,0.017
OPS-103416,2026-06-02,Wales,Workplace Projects,0,36,36,36,0,0,0,1.2,0.978,0.991,4.8,0.699,1.0
OPS-103417,2026-06-03,Scotland,Workplace Services,548,50,598,32,566,0,0,8.0,0.6,0.979,2.5,0.66,0.054
OPS-103418,2026-06-03,Scotland,Facilities Response,0,48,48,48,0,1,0,1.2,0.918,0.942,4.6,0.723,1.0
OPS-103419,2026-06-03,Scotland,Estates Support,878,48,926,34,892,0,0,8.0,0.6,0.987,2.5,0.738,0.037
OPS-103420,2026-06-03,Scotland,Workplace Projects,0,20,20,20,0,0,0,1.5,1.0,0.994,4.7,0.711,1.0
OPS-103421,2026-06-03,North East,Workplace Services,19,30,49,42,7,0,0,2.1,0.934,0.997,3.8,0.744,0.857
OPS-103422,2026-06-03,North East,Facilities Response,0,42,42,42,0,0,0,1.4,0.97,0.986,4.5,0.709,1.0
OPS-103423,2026-06-03,North East,Estates Support,2207,49,2256,17,2239,0,0,8.0,0.6,0.96,2.5,0.772,0.008
OPS-103424,2026-06-03,North East,Workplace Projects,145,32,177,26,151,1,0,8.0,0.6,0.951,2.5,0.811,0.147
OPS-103425,2026-06-03,North West,Workplace Services,1027,37,1064,31,1033,1,0,8.0,0.6,0.979,2.5,0.755,0.029
OPS-103426,2026-06-03,North West,Facilities Response,2226,37,2263,22,2241,2,1,8.0,0.6,0.944,2.5,0.75,0.01
OPS-103427,2026-06-03,North West,Estates Support,2431,15,2446,21,2425,1,0,8.0,0.6,1.0,2.5,0.651,0.009
OPS-103428,2026-06-03,North West,Workplace Projects,0,29,29,29,0,0,0,1.7,0.982,1.0,4.7,0.694,1.0
OPS-103429,2026-06-03,Midlands,Workplace Services,22,35,57,43,14,0,0,2.0,0.89,0.984,4.1,0.671,0.754
OPS-103430,2026-06-03,Midlands,Facilities Response,1114,45,1159,37,1122,0,0,8.0,0.6,0.971,2.5,0.825,0.032
OPS-103431,2026-06-03,Midlands,Estates Support,795,40,835,29,806,0,0,8.0,0.6,0.998,2.5,0.814,0.035
OPS-103432,2026-06-03,Midlands,Workplace Projects,0,24,24,24,0,0,0,1.6,0.971,0.964,4.3,0.766,1.0
OPS-103433,2026-06-03,South West,Workplace Services,1899,38,1937,24,1913,0,0,8.0,0.6,1.0,2.5,0.705,0.012
OPS-103434,2026-06-03,South West,Facilities Response,8,34,42,42,0,0,0,1.3,0.945,0.976,4.3,0.653,1.0
OPS-103435,2026-06-03,South West,Estates Support,0,40,40,40,0,0,0,1.9,0.915,0.966,4.6,0.696,1.0
OPS-103436,2026-06-03,South West,Workplace Projects,0,38,38,38,0,0,0,1.0,0.97,0.966,4.3,0.812,1.0
OPS-103437,2026-06-03,South East,Workplace Services,6,37,43,43,0,0,0,1.4,0.998,0.993,4.8,0.733,1.0
OPS-103438,2026-06-03,South East,Facilities Response,3118,43,3161,21,3140,0,0,8.0,0.6,0.967,2.5,0.765,0.007
OPS-103439,2026-06-03,South East,Estates Support,23,57,80,65,15,0,0,1.7,0.874,0.958,4.0,0.77,0.812
OPS-103440,2026-06-03,South East,Workplace Projects,987,47,1034,22,1012,0,0,8.0,0.6,0.981,2.5,0.729,0.021
OPS-103441,2026-06-03,Wales,Workplace Services,1825,40,1865,21,1844,1,1,8.0,0.6,0.948,2.5,0.726,0.011
OPS-103442,2026-06-03,Wales,Facilities Response,1983,46,2029,24,2005,0,0,8.0,0.6,0.982,2.5,0.679,0.012
OPS-103443,2026-06-03,Wales,Estates Support,1347,26,1373,28,1345,0,0,8.0,0.6,0.97,2.5,0.713,0.02
OPS-103444,2026-06-03,Wales,Workplace Projects,0,36,36,36,0,1,0,1.4,0.96,0.975,4.5,0.699,1.0
OPS-103445,2026-06-04,Scotland,Workplace Services,566,43,609,36,573,0,0,8.0,0.6,1.0,2.5,0.66,0.059
OPS-103446,2026-06-04,Scotland,Facilities Response,0,44,44,44,0,0,0,1.6,0.982,1.0,4.7,0.723,1.0
OPS-103447,2026-06-04,Scotland,Estates Support,892,21,913,32,881,0,0,8.0,0.6,0.988,2.5,0.738,0.035
OPS-103448,2026-06-04,Scotland,Workplace Projects,0,22,22,22,0,0,0,1.7,0.987,1.0,4.7,0.711,1.0
OPS-103449,2026-06-04,North East,Workplace Services,7,43,50,48,2,0,0,1.8,0.95,1.0,4.4,0.744,0.96
OPS-103450,2026-06-04,North East,Facilities Response,0,65,65,58,7,0,0,2.1,0.942,1.0,4.3,0.709,0.892
OPS-103451,2026-06-04,North East,Estates Support,2239,56,2295,16,2279,0,0,8.0,0.6,0.971,2.5,0.772,0.007
OPS-103452,2026-06-04,North East,Workplace Projects,151,29,180,24,156,0,0,8.0,0.6,0.97,2.5,0.811,0.133
OPS-103453,2026-06-04,North West,Workplace Services,1033,49,1082,31,1051,0,0,8.0,0.6,1.0,2.5,0.755,0.029
OPS-103454,2026-06-04,North West,Facilities Response,2241,45,2286,22,2264,0,0,8.0,0.6,0.996,2.5,0.75,0.01
OPS-103455,2026-06-04,North West,Estates Support,2425,33,2458,24,2434,0,0,8.0,0.6,1.0,2.5,0.651,0.01
OPS-103456,2026-06-04,North West,Workplace Projects,0,27,27,27,0,0,0,1.7,0.951,0.968,4.4,0.694,1.0
OPS-103457,2026-06-04,Midlands,Workplace Services,14,38,52,39,13,0,0,3.2,0.928,1.0,4.1,0.671,0.75
OPS-103458,2026-06-04,Midlands,Facilities Response,1122,26,1148,40,1108,0,0,8.0,0.6,1.0,2.5,0.825,0.035
OPS-103459,2026-06-04,Midlands,Estates Support,806,59,865,39,826,0,0,8.0,0.6,1.0,2.5,0.814,0.045
OPS-103460,2026-06-04,Midlands,Workplace Projects,0,38,38,38,0,0,0,1.4,0.963,0.995,4.5,0.766,1.0
OPS-103461,2026-06-04,South West,Workplace Services,1913,41,1954,25,1929,0,0,8.0,0.6,1.0,2.5,0.705,0.013
OPS-103462,2026-06-04,South West,Facilities Response,0,48,48,48,0,0,0,0.6,0.992,0.985,4.6,0.653,1.0
